driver_id,rider_id,route_overlap,detour_km,time_overlap_min,pref_match,trust_score,pickup_distance_km,compatibility_score,label
USR_D100247_DRIVER,USR_RIDER_100247,0.7842,0.148,17.7,0.0,4.537,0.501,0.7088,1
USR_D100248_DRIVER,USR_RIDER_100248,0.3316,1.943,0.0,0.0,4.625,0.355,0.2715,0
USR_D100249_DRIVER,USR_RIDER_100249,0.9077,1.288,34.2,0.0,4.154,0.423,0.7394,1
USR_D100250_DRIVER,USR_RIDER_100250,0.8097,5.429,28.0,1.0,3.867,1.768,0.6709,1
USR_D100251_DRIVER,USR_RIDER_100251,0.1412,3.078,33.5,0.0,4.348,1.549,0.363,0
USR_D100252_DRIVER,USR_RIDER_100252,0.2871,1.393,3.4,0.0,4.88,3.932,0.3304,0
USR_D100253_DRIVER,USR_RIDER_100253,0.096,3.348,0.0,0.0,4.482,1.566,0.2866,0
USR_D100254_DRIVER,USR_RIDER_100254,0.86,0.083,30.8,0.0,4.668,0.891,0.6889,1
USR_D100255_DRIVER,USR_RIDER_100255,0.7991,3.643,32.0,0.0,4.934,0.481,0.6001,1
USR_D100256_DRIVER,USR_RIDER_100256,0.1826,6.44,4.2,0.0,4.192,1.102,0.1458,0
USR_D100257_DRIVER,USR_RIDER_100257,0.1976,1.943,48.0,0.0,3.855,2.633,0.5088,0
USR_D100258_DRIVER,USR_RIDER_100258,0.3903,1.479,20.3,0.0,3.549,1.915,0.477,0
USR_D100259_DRIVER,USR_RIDER_100259,0.4695,2.347,11.6,0.0,4.188,1.389,0.4886,0
USR_D100260_DRIVER,USR_RIDER_100260,0.1036,1.16,15.4,1.0,3.842,0.261,0.4906,0
USR_D100261_DRIVER,USR_RIDER_100261,0.4285,2.003,21.5,0.0,4.198,0.099,0.5075,0
USR_D100262_DRIVER,USR_RIDER_100262,0.1772,7.295,18.0,0.0,4.239,0.114,0.2457,0
USR_D100263_DRIVER,USR_RIDER_100263,0.3641,2.149,19.3,0.0,3.971,1.34,0.4784,0
USR_D100264_DRIVER,USR_RIDER_100264,0.5797,2.415,28.0,0.0,3.841,0.147,0.5521,1
USR_D100265_DRIVER,USR_RIDER_100265,0.3505,1.287,39.5,0.0,4.134,1.64,0.4959,0
USR_D100266_DRIVER,USR_RIDER_100266,0.6947,1.381,20.5,1.0,4.218,0.338,0.7393,1
USR_D100267_DRIVER,USR_RIDER_100267,0.5846,0.376,37.4,1.0,4.741,0.118,0.7489,1
USR_D100268_DRIVER,USR_RIDER_100268,0.8125,6.203,34.0,1.0,4.013,2.676,0.5661,1
USR_D100269_DRIVER,USR_RIDER_100269,0.5532,2.33,1.2,0.0,4.671,1.539,0.4331,0
USR_D100270_DRIVER,USR_RIDER_100270,0.7326,2.668,23.0,0.0,4.782,1.251,0.5818,1
USR_D100271_DRIVER,USR_RIDER_100271,0.5132,5.517,15.6,1.0,4.092,0.22,0.6215,1
USR_D100272_DRIVER,USR_RIDER_100272,0.8241,2.211,42.8,1.0,4.483,0.071,0.7611,1
USR_D100273_DRIVER,USR_RIDER_100273,0.6266,4.282,18.2,1.0,4.104,1.836,0.6039,1
USR_D100274_DRIVER,USR_RIDER_100274,0.786,3.683,17.1,0.0,4.774,1.636,0.5695,1
USR_D100275_DRIVER,USR_RIDER_100275,0.3794,0.575,25.9,1.0,3.971,0.807,0.6815,1
USR_D100276_DRIVER,USR_RIDER_100276,0.187,0.843,30.8,1.0,4.695,0.904,0.6848,1
USR_D100277_DRIVER,USR_RIDER_100277,0.6191,3.123,50.5,1.0,3.906,2.3,0.7433,1
USR_D100278_DRIVER,USR_RIDER_100278,0.6101,3.949,16.9,0.0,4.548,0.778,0.5082,0
USR_D100279_DRIVER,USR_RIDER_100279,0.3932,2.591,32.6,0.0,4.438,0.123,0.5169,0
USR_D100280_DRIVER,USR_RIDER_100280,0.5151,0.294,44.2,0.0,3.916,1.919,0.6003,1
USR_D100281_DRIVER,USR_RIDER_100281,0.3218,5.355,23.2,1.0,4.939,0.419,0.5625,1
USR_D100282_DRIVER,USR_RIDER_100282,0.4328,5.207,42.3,0.0,3.787,0.011,0.4534,0
USR_D100283_DRIVER,USR_RIDER_100283,0.6506,6.154,18.0,1.0,4.23,0.036,0.5567,1
USR_D100284_DRIVER,USR_RIDER_100284,0.5559,0.519,0.0,0.0,4.372,1.491,0.3703,0
USR_D100285_DRIVER,USR_RIDER_100285,0.491,0.436,40.7,1.0,4.934,0.455,0.6972,1
USR_D100286_DRIVER,USR_RIDER_100286,0.6169,0.067,11.2,1.0,4.144,0.822,0.8033,1
USR_D100287_DRIVER,USR_RIDER_100287,0.4923,0.881,11.0,1.0,4.595,1.177,0.5681,1
USR_D100288_DRIVER,USR_RIDER_100288,0.3103,2.655,7.0,1.0,4.333,2.39,0.5063,0
USR_D100289_DRIVER,USR_RIDER_100289,0.2613,0.355,24.5,0.0,4.831,1.851,0.561,1
USR_D100290_DRIVER,USR_RIDER_100290,0.8339,1.551,27.0,1.0,3.915,1.492,0.7829,1
USR_D100291_DRIVER,USR_RIDER_100291,0.4266,5.32,19.1,0.0,4.836,1.619,0.46,0
USR_D100292_DRIVER,USR_RIDER_100292,0.9071,6.611,25.4,1.0,4.131,0.932,0.6859,1
USR_D100293_DRIVER,USR_RIDER_100293,0.3553,0.323,22.1,1.0,4.947,0.755,0.5718,1
USR_D100294_DRIVER,USR_RIDER_100294,0.486,1.029,0.0,0.0,4.136,2.253,0.4738,0
USR_D100295_DRIVER,USR_RIDER_100295,0.3997,6.873,36.1,1.0,4.085,1.992,0.5415,0
USR_D100296_DRIVER,USR_RIDER_100296,0.601,4.121,11.7,0.0,4.475,0.44,0.4449,0
USR_D100297_DRIVER,USR_RIDER_100297,0.1598,2.728,32.4,1.0,4.743,1.279,0.603,1
USR_D100298_DRIVER,USR_RIDER_100298,0.413,2.065,37.1,1.0,3.938,4.06,0.6411,1
USR_D100299_DRIVER,USR_RIDER_100299,0.413,1.182,16.5,1.0,4.212,1.797,0.5379,0
USR_D100300_DRIVER,USR_RIDER_100300,0.4867,3.533,18.9,0.0,4.254,2.849,0.3301,0
USR_D100301_DRIVER,USR_RIDER_100301,0.588,1.134,18.8,1.0,3.945,2.964,0.6338,1
USR_D100302_DRIVER,USR_RIDER_100302,0.3345,3.034,33.4,1.0,4.722,1.985,0.6755,1
USR_D100303_DRIVER,USR_RIDER_100303,0.2013,2.564,19.9,0.0,4.237,2.185,0.3799,0
USR_D100304_DRIVER,USR_RIDER_100304,0.0198,4.56,26.4,0.0,4.231,0.111,0.3177,0
USR_D100305_DRIVER,USR_RIDER_100305,0.2999,4.144,4.3,1.0,4.151,1.96,0.3436,0
USR_D100306_DRIVER,USR_RIDER_100306,0.3756,4.632,35.4,0.0,4.154,0.251,0.5639,1
USR_D100307_DRIVER,USR_RIDER_100307,0.1871,0.909,14.7,0.0,3.888,1.811,0.3342,0
USR_D100308_DRIVER,USR_RIDER_100308,0.4971,4.521,19.7,0.0,3.854,0.701,0.402,0
USR_D100309_DRIVER,USR_RIDER_100309,0.0981,1.326,4.9,0.0,4.038,1.238,0.423,0
USR_D100310_DRIVER,USR_RIDER_100310,0.2728,2.131,0.0,1.0,4.226,0.226,0.5602,1
USR_D100311_DRIVER,USR_RIDER_100311,0.7136,3.386,16.0,1.0,3.315,0.977,0.6366,1
USR_D100312_DRIVER,USR_RIDER_100312,0.3486,2.579,20.0,1.0,4.408,0.146,0.5557,1
USR_D100313_DRIVER,USR_RIDER_100313,0.0675,0.03,10.6,1.0,4.216,3.037,0.4241,0
USR_D100314_DRIVER,USR_RIDER_100314,0.3067,3.94,12.1,1.0,4.21,0.423,0.4906,0
USR_D100315_DRIVER,USR_RIDER_100315,0.3937,3.396,14.8,0.0,4.863,3.424,0.371,0
USR_D100316_DRIVER,USR_RIDER_100316,0.3311,0.179,20.7,1.0,4.932,1.655,0.6423,1
USR_D100317_DRIVER,USR_RIDER_100317,0.5619,2.51,20.6,1.0,4.425,1.41,0.5618,1
USR_D100318_DRIVER,USR_RIDER_100318,0.4571,10.179,31.2,1.0,4.618,1.331,0.4162,0
USR_D100319_DRIVER,USR_RIDER_100319,0.7933,4.734,21.7,0.0,3.437,2.179,0.5568,1
USR_D100320_DRIVER,USR_RIDER_100320,0.767,1.185,22.9,1.0,3.735,1.782,0.6688,1
USR_D100321_DRIVER,USR_RIDER_100321,0.6765,2.226,8.1,1.0,3.974,0.692,0.6628,1
USR_D100322_DRIVER,USR_RIDER_100322,0.5842,2.064,7.9,1.0,4.269,3.009,0.6154,1
USR_D100323_DRIVER,USR_RIDER_100323,0.5043,3.708,6.4,1.0,3.488,1.577,0.4757,0
USR_D100324_DRIVER,USR_RIDER_100324,0.6317,1.511,41.4,1.0,4.264,2.607,0.7579,1
USR_D100325_DRIVER,USR_RIDER_100325,0.7084,0.992,43.1,0.0,4.189,1.266,0.7619,1
USR_D100326_DRIVER,USR_RIDER_100326,0.6778,5.045,33.0,1.0,4.524,1.104,0.6875,1
USR_D100327_DRIVER,USR_RIDER_100327,0.6543,2.07,32.7,1.0,4.177,0.102,0.7727,1
USR_D100328_DRIVER,USR_RIDER_100328,0.5501,6.086,40.4,1.0,4.091,2.588,0.6258,1
USR_D100329_DRIVER,USR_RIDER_100329,0.6956,5.482,27.5,0.0,3.441,0.952,0.4645,0
USR_D100330_DRIVER,USR_RIDER_100330,0.3496,1.73,4.5,0.0,4.756,2.376,0.3907,0
USR_D100331_DRIVER,USR_RIDER_100331,0.7756,3.339,33.2,1.0,3.861,0.122,0.7542,1
USR_D100332_DRIVER,USR_RIDER_100332,0.3676,4.468,11.5,1.0,4.017,1.298,0.5632,1
USR_D100333_DRIVER,USR_RIDER_100333,0.6144,5.396,2.5,0.0,4.869,1.886,0.385,0
USR_D100334_DRIVER,USR_RIDER_100334,0.3624,1.156,0.0,0.0,4.722,0.469,0.4166,0
USR_D100335_DRIVER,USR_RIDER_100335,0.7137,0.614,53.4,0.0,4.787,0.242,0.7949,1
USR_D100336_DRIVER,USR_RIDER_100336,0.2386,0.232,49.8,0.0,4.513,0.864,0.4932,0
USR_D100337_DRIVER,USR_RIDER_100337,0.3047,4.178,26.0,1.0,4.429,0.772,0.5761,1
USR_D100338_DRIVER,USR_RIDER_100338,0.6532,1.029,14.5,1.0,4.583,2.624,0.7527,1
USR_D100339_DRIVER,USR_RIDER_100339,0.5297,7.469,16.2,0.0,4.034,3.761,0.2927,0
USR_D100340_DRIVER,USR_RIDER_100340,0.1354,2.276,11.9,1.0,4.917,3.333,0.4679,0
USR_D100341_DRIVER,USR_RIDER_100341,0.5071,6.745,29.2,1.0,3.658,1.582,0.4721,0
USR_D100342_DRIVER,USR_RIDER_100342,0.3625,3.281,0.0,0.0,4.464,1.488,0.5061,0
USR_D100343_DRIVER,USR_RIDER_100343,0.2458,2.122,13.2,1.0,4.32,1.31,0.5079,0
USR_D100344_DRIVER,USR_RIDER_100344,0.5466,4.926,37.6,1.0,4.684,0.632,0.6716,1
USR_D100345_DRIVER,USR_RIDER_100345,0.7429,2.324,0.0,0.0,3.791,0.924,0.498,0
USR_D100346_DRIVER,USR_RIDER_100346,0.2654,0.898,37.8,1.0,4.892,1.13,0.7024,1
USR_D100347_DRIVER,USR_RIDER_100347,0.5286,0.19,24.5,0.0,4.266,0.641,0.6732,1
USR_D100348_DRIVER,USR_RIDER_100348,0.1461,3.448,30.1,1.0,4.5,0.064,0.5618,1
USR_D100349_DRIVER,USR_RIDER_100349,0.2853,3.007,45.5,0.0,4.387,1.638,0.5826,1
USR_D100350_DRIVER,USR_RIDER_100350,0.676,6.022,24.3,1.0,4.609,0.919,0.6574,1
USR_D100351_DRIVER,USR_RIDER_100351,0.9225,4.292,34.9,1.0,4.552,2.714,0.8714,1
USR_D100352_DRIVER,USR_RIDER_100352,0.3764,4.814,15.3,0.0,3.988,0.338,0.3305,0
USR_D100353_DRIVER,USR_RIDER_100353,0.7187,2.359,19.5,0.0,4.699,1.545,0.5563,1
USR_D100354_DRIVER,USR_RIDER_100354,0.8711,2.197,11.2,1.0,3.79,1.218,0.7365,1
USR_D100355_DRIVER,USR_RIDER_100355,0.2992,2.216,36.7,1.0,3.678,0.975,0.6079,1
USR_D100356_DRIVER,USR_RIDER_100356,0.2426,2.175,31.6,1.0,4.531,2.897,0.5851,1
USR_D100357_DRIVER,USR_RIDER_100357,0.3348,2.453,31.4,1.0,4.012,0.755,0.5318,0
USR_D100358_DRIVER,USR_RIDER_100358,0.7448,1.5,15.1,1.0,4.185,0.293,0.7396,1
USR_D100359_DRIVER,USR_RIDER_100359,0.3255,7.327,11.6,1.0,4.416,1.095,0.3965,0
USR_D100360_DRIVER,USR_RIDER_100360,0.1732,4.237,0.0,1.0,4.206,0.857,0.4184,0
USR_D100361_DRIVER,USR_RIDER_100361,0.369,1.723,16.9,0.0,3.416,0.196,0.3481,0
USR_D100362_DRIVER,USR_RIDER_100362,0.4687,3.061,9.2,0.0,4.754,2.439,0.4963,0
USR_D100363_DRIVER,USR_RIDER_100363,0.487,1.688,33.3,0.0,4.272,1.303,0.4569,0
USR_D100364_DRIVER,USR_RIDER_100364,0.2133,1.047,19.9,1.0,4.262,3.312,0.5089,0
USR_D100365_DRIVER,USR_RIDER_100365,0.4264,5.054,18.2,0.0,4.939,1.518,0.3926,0
USR_D100366_DRIVER,USR_RIDER_100366,0.7171,0.336,15.3,0.0,3.998,2.13,0.693,1
USR_D100367_DRIVER,USR_RIDER_100367,0.4613,1.006,28.2,1.0,4.499,0.225,0.7709,1
USR_D100368_DRIVER,USR_RIDER_100368,0.7529,4.242,26.6,1.0,4.462,2.077,0.6841,1
USR_D100369_DRIVER,USR_RIDER_100369,0.4471,0.04,28.4,0.0,4.029,0.068,0.5631,1
USR_D100370_DRIVER,USR_RIDER_100370,0.5577,3.257,28.9,0.0,4.584,0.296,0.5744,1
USR_D100371_DRIVER,USR_RIDER_100371,0.6369,1.991,39.4,0.0,3.578,0.093,0.6526,1
USR_D100372_DRIVER,USR_RIDER_100372,0.5835,4.658,37.8,1.0,4.117,1.338,0.5985,1
USR_D100373_DRIVER,USR_RIDER_100373,0.2092,6.356,4.7,1.0,3.789,0.504,0.3309,0
USR_D100374_DRIVER,USR_RIDER_100374,0.5428,3.508,0.0,0.0,4.063,0.011,0.3922,0
USR_D100375_DRIVER,USR_RIDER_100375,0.3849,0.092,8.8,1.0,4.55,0.102,0.5913,1
USR_D100376_DRIVER,USR_RIDER_100376,0.7769,1.898,17.4,1.0,4.444,2.929,0.7271,1
USR_D100377_DRIVER,USR_RIDER_100377,0.6575,2.346,28.2,1.0,3.75,2.721,0.6651,1
USR_D100378_DRIVER,USR_RIDER_100378,0.6947,4.785,0.0,0.0,4.504,0.764,0.4813,0
USR_D100379_DRIVER,USR_RIDER_100379,0.6929,2.691,21.0,0.0,4.198,1.489,0.6311,1
USR_D100380_DRIVER,USR_RIDER_100380,0.3577,0.635,18.5,1.0,4.594,2.367,0.5805,1
USR_D100381_DRIVER,USR_RIDER_100381,0.2169,0.774,7.5,1.0,3.965,1.302,0.4576,0
USR_D100382_DRIVER,USR_RIDER_100382,0.3711,2.473,3.6,0.0,4.935,0.071,0.4671,0
USR_D100383_DRIVER,USR_RIDER_100383,0.675,6.421,20.1,1.0,4.284,1.38,0.5483,0
USR_D100384_DRIVER,USR_RIDER_100384,0.3356,4.823,15.6,1.0,4.433,0.211,0.546,0
USR_D100385_DRIVER,USR_RIDER_100385,0.5059,0.094,23.6,0.0,4.616,0.65,0.6512,1
USR_D100386_DRIVER,USR_RIDER_100386,0.5604,3.442,21.9,1.0,3.988,0.458,0.6322,1
USR_D100387_DRIVER,USR_RIDER_100387,0.4808,0.202,4.9,1.0,3.578,1.495,0.5893,1
USR_D100388_DRIVER,USR_RIDER_100388,0.6721,2.467,13.8,1.0,4.655,1.882,0.6321,1
USR_D100389_DRIVER,USR_RIDER_100389,0.656,3.269,8.5,1.0,4.566,1.675,0.5683,1
USR_D100390_DRIVER,USR_RIDER_100390,0.5243,1.017,8.4,1.0,4.292,0.812,0.6653,1
USR_D100391_DRIVER,USR_RIDER_100391,0.6004,1.123,7.0,0.0,4.627,0.028,0.5741,1
USR_D100392_DRIVER,USR_RIDER_100392,0.4588,1.191,19.6,1.0,4.085,0.66,0.6876,1
USR_D100393_DRIVER,USR_RIDER_100393,0.3659,0.039,42.6,1.0,3.883,1.365,0.6476,1
USR_D100394_DRIVER,USR_RIDER_100394,0.5937,3.937,28.9,0.0,4.096,1.998,0.4778,0
USR_D100395_DRIVER,USR_RIDER_100395,0.3829,4.024,25.2,1.0,4.323,0.981,0.4743,0
USR_D100396_DRIVER,USR_RIDER_100396,0.2076,3.774,44.4,1.0,3.776,1.114,0.5188,0
USR_D100397_DRIVER,USR_RIDER_100397,0.4409,4.555,23.9,1.0,4.257,0.734,0.6525,1
USR_D100398_DRIVER,USR_RIDER_100398,0.5655,5.612,7.8,0.0,4.158,2.537,0.3535,0
USR_D100399_DRIVER,USR_RIDER_100399,0.8993,4.717,10.6,1.0,4.501,0.707,0.7215,1
USR_D100400_DRIVER,USR_RIDER_100400,0.8205,3.719,14.1,1.0,4.201,3.259,0.6859,1
USR_D100401_DRIVER,USR_RIDER_100401,0.5503,1.726,22.9,0.0,3.539,0.09,0.5606,1
USR_D100402_DRIVER,USR_RIDER_100402,0.2976,1.389,0.0,0.0,3.842,2.048,0.5083,0
USR_D100403_DRIVER,USR_RIDER_100403,0.7011,5.506,32.0,0.0,4.072,0.504,0.5916,1
USR_D100404_DRIVER,USR_RIDER_100404,0.6308,1.844,25.6,0.0,4.241,0.137,0.5334,0
USR_D100405_DRIVER,USR_RIDER_100405,0.5032,7.729,28.1,1.0,4.309,0.435,0.5564,1
USR_D100406_DRIVER,USR_RIDER_100406,0.0823,6.647,20.2,1.0,3.927,0.681,0.3788,0
USR_D100407_DRIVER,USR_RIDER_100407,0.3246,2.326,0.3,0.0,4.878,1.76,0.3996,0
USR_D100408_DRIVER,USR_RIDER_100408,0.2922,2.649,0.0,1.0,4.888,1.935,0.4526,0
USR_D100409_DRIVER,USR_RIDER_100409,0.5005,1.876,28.4,0.0,4.789,2.218,0.5384,0
USR_D100410_DRIVER,USR_RIDER_100410,0.1986,2.348,13.8,1.0,4.25,1.653,0.5362,0
USR_D100411_DRIVER,USR_RIDER_100411,0.6975,3.593,15.3,1.0,4.255,1.318,0.6286,1
USR_D100412_DRIVER,USR_RIDER_100412,0.6829,2.849,29.3,1.0,4.175,1.584,0.6985,1
USR_D100413_DRIVER,USR_RIDER_100413,0.4379,4.308,0.0,1.0,3.737,0.674,0.4714,0
USR_D100414_DRIVER,USR_RIDER_100414,0.3242,1.19,28.4,0.0,3.925,1.147,0.4732,0
USR_D100415_DRIVER,USR_RIDER_100415,0.7324,2.345,30.7,1.0,4.732,0.113,0.682,1
USR_D100416_DRIVER,USR_RIDER_100416,0.9152,2.03,23.6,1.0,4.14,1.473,0.6975,1
USR_D100417_DRIVER,USR_RIDER_100417,0.3952,3.196,47.5,0.0,3.734,1.227,0.4657,0
USR_D100418_DRIVER,USR_RIDER_100418,0.0642,0.56,29.1,0.0,4.262,1.584,0.409,0
USR_D100419_DRIVER,USR_RIDER_100419,0.1041,1.917,6.1,1.0,4.221,1.953,0.4323,0
USR_D100420_DRIVER,USR_RIDER_100420,0.3735,2.112,32.3,0.0,4.106,0.874,0.412,0
USR_D100421_DRIVER,USR_RIDER_100421,0.6135,3.968,35.0,0.0,4.176,0.179,0.5206,0
USR_D100422_DRIVER,USR_RIDER_100422,0.7513,5.485,0.0,1.0,4.258,2.299,0.5328,0
USR_D100423_DRIVER,USR_RIDER_100423,0.4164,1.003,43.3,1.0,4.373,1.029,0.6242,1
USR_D100424_DRIVER,USR_RIDER_100424,0.458,1.0,7.2,1.0,3.88,1.238,0.6497,1
USR_D100425_DRIVER,USR_RIDER_100425,0.7412,1.631,8.4,0.0,4.626,1.644,0.5724,1
USR_D100426_DRIVER,USR_RIDER_100426,0.1631,2.369,16.9,1.0,4.254,0.132,0.548,0
USR_D100427_DRIVER,USR_RIDER_100427,0.7426,1.698,20.5,1.0,3.177,2.269,0.5593,1
USR_D100428_DRIVER,USR_RIDER_100428,0.3624,4.399,38.2,1.0,3.702,1.14,0.5485,0
USR_D100429_DRIVER,USR_RIDER_100429,0.8093,0.999,21.3,0.0,4.366,2.906,0.6236,1
USR_D100430_DRIVER,USR_RIDER_100430,0.7703,0.275,31.1,1.0,3.965,0.001,0.7808,1
USR_D100431_DRIVER,USR_RIDER_100431,0.6598,6.512,47.8,1.0,4.471,0.215,0.6533,1
USR_D100432_DRIVER,USR_RIDER_100432,0.148,0.95,23.1,0.0,4.839,1.292,0.5085,0
USR_D100433_DRIVER,USR_RIDER_100433,0.7222,7.109,37.1,1.0,4.686,1.416,0.6003,1
USR_D100434_DRIVER,USR_RIDER_100434,0.3838,4.381,13.0,0.0,4.024,0.121,0.3631,0
USR_D100435_DRIVER,USR_RIDER_100435,0.1883,3.274,0.0,1.0,4.308,0.842,0.4103,0
USR_D100436_DRIVER,USR_RIDER_100436,0.1724,5.257,26.5,0.0,3.84,0.881,0.3278,0
USR_D100437_DRIVER,USR_RIDER_100437,0.0298,1.248,0.0,1.0,3.921,0.906,0.4158,0
USR_D100438_DRIVER,USR_RIDER_100438,0.446,0.806,38.0,0.0,4.159,1.583,0.5255,0
USR_D100439_DRIVER,USR_RIDER_100439,0.4673,2.692,5.5,0.0,4.73,0.439,0.4658,0
USR_D100440_DRIVER,USR_RIDER_100440,0.757,5.599,7.6,1.0,4.222,0.195,0.5538,1
USR_D100441_DRIVER,USR_RIDER_100441,0.7946,1.19,0.0,1.0,3.623,0.874,0.7515,1
USR_D100442_DRIVER,USR_RIDER_100442,0.8658,0.943,22.2,1.0,3.882,1.089,0.7516,1
USR_D100443_DRIVER,USR_RIDER_100443,0.7254,0.776,8.6,1.0,4.844,1.064,0.6701,1
USR_D100444_DRIVER,USR_RIDER_100444,0.8856,0.021,4.2,1.0,4.296,1.914,0.6931,1
USR_D100445_DRIVER,USR_RIDER_100445,0.5753,2.093,0.0,0.0,4.33,1.878,0.514,0
USR_D100446_DRIVER,USR_RIDER_100446,0.8328,3.701,24.5,1.0,3.781,0.973,0.7403,1
USR_D100447_DRIVER,USR_RIDER_100447,0.5648,2.411,0.0,1.0,4.035,0.134,0.5523,1
USR_D100448_DRIVER,USR_RIDER_100448,0.8405,5.494,26.5,1.0,4.92,2.022,0.7151,1
USR_D100449_DRIVER,USR_RIDER_100449,0.1676,4.672,9.8,1.0,4.203,1.699,0.3847,0
USR_D100450_DRIVER,USR_RIDER_100450,0.4762,1.585,35.7,0.0,4.657,0.565,0.5587,1
USR_D100451_DRIVER,USR_RIDER_100451,0.0387,2.258,0.5,1.0,4.106,1.937,0.3484,0
USR_D100452_DRIVER,USR_RIDER_100452,0.3539,2.087,18.3,0.0,4.158,2.169,0.3624,0
USR_D100453_DRIVER,USR_RIDER_100453,0.046,4.714,3.9,0.0,4.019,0.376,0.27,0
USR_D100454_DRIVER,USR_RIDER_100454,0.6488,1.425,17.4,1.0,4.56,1.15,0.7145,1
USR_D100455_DRIVER,USR_RIDER_100455,0.455,6.701,4.2,0.0,4.234,1.416,0.2874,0
USR_D100456_DRIVER,USR_RIDER_100456,0.1237,0.284,23.7,0.0,4.406,0.779,0.3889,0
USR_D100457_DRIVER,USR_RIDER_100457,0.6253,3.203,10.0,1.0,3.573,2.279,0.6874,1
USR_D100458_DRIVER,USR_RIDER_100458,0.4756,4.147,34.3,0.0,4.558,0.212,0.4553,0
USR_D100459_DRIVER,USR_RIDER_100459,0.5574,0.783,18.3,1.0,4.011,0.983,0.7599,1
USR_D100460_DRIVER,USR_RIDER_100460,0.3314,0.401,35.9,1.0,3.51,0.015,0.6894,1
USR_D100461_DRIVER,USR_RIDER_100461,0.4351,3.156,39.5,1.0,3.906,2.58,0.7011,1
USR_D100462_DRIVER,USR_RIDER_100462,0.3997,1.731,27.3,0.0,4.455,2.002,0.5409,0
USR_D100463_DRIVER,USR_RIDER_100463,0.7105,0.278,5.4,1.0,3.698,2.089,0.6203,1
USR_D100464_DRIVER,USR_RIDER_100464,0.2295,3.74,18.8,0.0,3.841,1.73,0.3772,0
USR_D100465_DRIVER,USR_RIDER_100465,0.2778,3.807,12.3,1.0,3.755,0.133,0.523,0
USR_D100466_DRIVER,USR_RIDER_100466,0.1363,4.484,0.0,1.0,4.232,0.284,0.4063,0
USR_D100467_DRIVER,USR_RIDER_100467,0.1402,9.271,53.0,0.0,4.008,2.556,0.322,0
USR_D100468_DRIVER,USR_RIDER_100468,0.2678,3.793,4.4,0.0,4.73,0.398,0.3356,0
USR_D100469_DRIVER,USR_RIDER_100469,0.7418,1.168,22.9,0.0,3.788,1.188,0.5749,1
USR_D100470_DRIVER,USR_RIDER_100470,0.7781,10.691,32.6,1.0,4.408,0.661,0.6681,1
USR_D100471_DRIVER,USR_RIDER_100471,0.55,2.473,9.9,0.0,4.367,0.232,0.4818,0
USR_D100472_DRIVER,USR_RIDER_100472,0.9444,3.091,40.1,0.0,4.372,1.423,0.6305,1
USR_D100473_DRIVER,USR_RIDER_100473,0.9367,1.931,19.7,0.0,4.728,0.177,0.6607,1
USR_D100474_DRIVER,USR_RIDER_100474,0.2034,1.585,10.8,1.0,4.127,1.044,0.5724,1
USR_D100475_DRIVER,USR_RIDER_100475,0.1692,0.291,19.2,0.0,4.016,1.363,0.4537,0
USR_D100476_DRIVER,USR_RIDER_100476,0.2245,0.455,49.4,1.0,4.888,0.16,0.6649,1
USR_D100477_DRIVER,USR_RIDER_100477,0.2972,2.748,35.0,1.0,3.68,0.921,0.4948,0
USR_D100478_DRIVER,USR_RIDER_100478,0.8062,1.728,60.0,1.0,4.229,1.197,0.8942,1
USR_D100479_DRIVER,USR_RIDER_100479,0.5592,2.558,19.4,1.0,4.568,1.397,0.5959,1
USR_D100480_DRIVER,USR_RIDER_100480,0.5677,1.229,2.8,0.0,4.23,1.055,0.4698,0
USR_D100481_DRIVER,USR_RIDER_100481,0.3513,2.275,23.8,1.0,4.709,1.057,0.5619,1
USR_D100482_DRIVER,USR_RIDER_100482,0.766,0.516,38.1,1.0,4.374,0.173,0.9436,1
USR_D100483_DRIVER,USR_RIDER_100483,0.7713,3.493,24.7,0.0,4.2,0.887,0.5578,1
USR_D100484_DRIVER,USR_RIDER_100484,0.5246,0.838,24.3,0.0,4.331,1.227,0.6518,1
USR_D100485_DRIVER,USR_RIDER_100485,0.4267,1.421,2.5,1.0,4.199,2.25,0.5031,0
USR_D100486_DRIVER,USR_RIDER_100486,0.9484,1.783,8.9,1.0,4.316,1.529,0.791,1
USR_D100487_DRIVER,USR_RIDER_100487,0.3751,4.076,12.0,1.0,4.733,3.74,0.4794,0
USR_D100488_DRIVER,USR_RIDER_100488,0.6912,2.842,21.0,0.0,3.975,1.514,0.5001,0
USR_D100489_DRIVER,USR_RIDER_100489,0.6175,5.861,24.4,0.0,4.346,1.197,0.4303,0
USR_D100490_DRIVER,USR_RIDER_100490,0.4819,2.035,47.3,1.0,4.011,1.953,0.7626,1
USR_D100491_DRIVER,USR_RIDER_100491,0.3465,3.338,14.6,1.0,4.018,1.78,0.4654,0
USR_D100492_DRIVER,USR_RIDER_100492,0.784,5.017,18.2,1.0,4.755,2.84,0.6137,1
USR_D100493_DRIVER,USR_RIDER_100493,0.1526,2.018,0.0,1.0,3.738,0.101,0.472,0
USR_D100494_DRIVER,USR_RIDER_100494,0.1126,4.55,0.9,0.0,4.932,0.175,0.2623,0
USR_D100495_DRIVER,USR_RIDER_100495,0.1669,2.022,12.6,1.0,4.368,2.082,0.4664,0
